Date,week_day,hour,state,road_id,km,city,cause_of_accident,type_of_accident,victims_condition,weather_timestamp,road_direction,wheather_condition,road_type,road_delineation,people,deaths,slightly_injured,severely_injured,uninjured,ignored,total_injured,vehicles_involved,latitude,longitude,regional,police_station
08/31/2023,thursday,8:00:00 AM,SP,116,219,GUARULHOS,Traffic with a motorcycle (or similar) between lanes,Rollover,With injured victims,Day,Increasing,Clear sky,Multiple,Straight,2,0,2,0,0,0,2,1,-23.46144,-46.48885,SPRF-SP,DEL01-SP
07-03-2023,monday,2:00:00 AM,PR,467,80,CASCAVEL,Incompatible velocity,Run-off-road,With injured victims,Night,Increasing,Ignored,Double,Straight,4,0,4,0,0,0,4,1,-24.7875,-53.6778,SPRF-PR,DEL04-PR
08/23/2023,wednesday,12:30:00 PM,GO,40,"11,9",LUZIANIA,Acessing the road without seeing the presence of other vehicles,Broadside collision,With injured victims,Day,Decreasing,Clear sky,Double,Straight,2,0,1,0,1,0,1,2,-16.13834,-47.95164,SPRF-DF,DEL01-DF
08/31/2023,thursday,10:45:00 AM,DF,40,3,BRASILIA,Oil accumulation on the road,Fall of vehicle occupant,With injured victims,Day,Increasing,Clear sky,Double,Straight,2,0,1,0,1,0,1,2,-16.01165,-47.98235,SPRF-DF,DEL01-DF
08/31/2023,thursday,8:10:00 AM,PB,230,"125,5",RIACHAO DO BACAMARTE,Driver's lack of reaction,Run-off-road,With injured victims,Day,Decreasing,Clear sky,Simple,Not Reported,1,0,1,0,0,0,1,1,-7.260776,-35.69267,SPRF-PB,DEL02-PB
08/31/2023,thursday,9:30:00 AM,GO,153,212,URUACU,Prohibited conversion,Side collision (same direction),With injured victims,Day,Decreasing,Clear sky,Simple,Straight,5,0,2,0,3,0,2,2,-14.62512,-49.17255,SPRF-GO,DEL07-GO
08/24/2023,thursday,10:50:00 PM,BA,367,83,EUNAPOLIS,Acessing the road without seeing the presence of other vehicles,Side collision (same direction),With injured victims,Night,Increasing,Clear sky,Simple,Intersection,2,0,1,0,1,0,1,2,-16.37256,-39.57064,SPRF-BA,DEL09-BA
08/31/2023,thursday,9:00:00 AM,SP,116,"58,1",GUARATINGUETA,Driver's lack of reaction,Collision with object,With injured victims,Day,Increasing,Clear sky,Double,Straight,1,0,1,0,0,0,1,1,-22.78006,-45.14573,SPRF-SP,DEL08-SP
08/31/2023,thursday,11:30:00 AM,RS,116,"2,7",PORTO ALEGRE,Driver's lack of reaction,Overturn,With injured victims,Day,Decreasing,Clear sky,Multiple,Straight,1,0,1,0,0,0,1,1,-30.03354,-51.23045,SPRF-RS,DEL01-RS
08/31/2023,thursday,11:50:00 AM,ES,101,"300,6",VIANA,Driver had a cardiac attack,Collision with object,With injured victims,Day,Increasing,Clear sky,Double,Straight,1,0,1,0,0,0,1,1,-20.35863,-40.43217,SPRF-ES,DEL01-ES
07/29/2023,saturday,3:30:00 PM,PE,104,62,CARUARU,Lane change maneuver,Rear-end collision,With injured victims,Day,Increasing,Clear sky,Double,Overpass,2,0,0,1,1,0,1,2,-8.2618,-35.976,SPRF-PE,DEL02-PE
08/31/2023,thursday,11:23:00 AM,ES,101,270,SERRA,Lane change maneuver,Side collision (same direction),With injured victims,Day,Decreasing,Clear sky,Double,Straight,2,0,1,0,1,0,1,2,-20.22662,-40.27075,SPRF-ES,DEL02-ES
08/31/2023,thursday,11:20:00 AM,MA,10,269,IMPERATRIZ,The driver passed the next car improperly,Head-on collision,With injured victims,Day,Increasing,Clear sky,Simple,Not Reported,4,0,4,0,0,0,4,2,-5.382404,-47.47606,SPRF-MA,DEL04-MA
07-07-2023,friday,9:40:00 PM,RN,226,5,NATAL,Acessing the road without seeing the presence of other vehicles,Pedestrian collision,With dead victims,Night,Increasing,Cloudy,Simple,Straight,2,1,0,0,1,0,0,1,-5.820901,-35.26828,SPRF-RN,DEL01-RN
08/31/2023,thursday,10:30:00 AM,PR,272,376,CAMPO MOURAO,Driver changed the lane illegally,Broadside collision,With injured victims,Day,Decreasing,Clear sky,Simple,Not Reported,2,0,2,0,0,0,2,2,-24.06222,-52.48333,SPRF-PR,DEL09-PR
08/31/2023,thursday,10:00:00 AM,BA,30,342,MALHADA DE PEDRAS,Lane change maneuver,Broadside collision,With injured victims,Day,Decreasing,Clear sky,Simple,Not Reported,3,0,2,0,1,0,2,2,-14.23824,-41.8861,SPRF-BA,DEL08-BA
08/31/2023,thursday,1:00:00 PM,SC,101,"123,6",ITAJAI,Driver's lack of reaction,Broadside collision,With injured victims,Day,Increasing,Sunny,Simple,Intersection,3,0,1,1,1,0,2,2,-26.93669,-48.69877,SPRF-SC,DEL04-SC
08/31/2023,thursday,12:00:00 PM,PR,277,"459,9",LARANJEIRAS DO SUL,Alcohol ingestion by the driver,Head-on collision,With injured victims,Day,Increasing,Clear sky,Simple,Straight,4,0,2,0,2,0,2,2,-25.36716,-52.45967,SPRF-PR,DEL04-PR
08/31/2023,thursday,11:17:00 AM,SC,470,"38,6",GASPAR,Driver's lack of reaction,Side collision (same direction),With injured victims,Day,Decreasing,Clear sky,Double,Straight,2,0,0,1,1,0,1,2,-26.89974,-48.98453,SPRF-SC,DEL04-SC
08/31/2023,thursday,1:10:00 PM,RJ,356,122,CAMPOS DOS GOYTACAZES,Driver had a cardiac attack,Rear-end collision,With injured victims,Day,Decreasing,Clear sky,Simple,Straight,2,0,1,0,1,0,1,2,-21.64986,-41.39796,SPRF-RJ,DEL08-RJ
08/27/2023,sunday,5:30:00 PM,BA,420,249,MUTUIPE,Lane change maneuver,Head-on collision,With injured victims,Sunset,Decreasing,Clear sky,Simple,Straight,2,0,2,0,0,0,2,2,-13.20069,-39.46359,SPRF-BA,DEL01-BA
08/31/2023,thursday,11:00:00 AM,PR,163,"265,8",TOLEDO,Acessing the road without seeing the presence of other vehicles,Rear-end collision,With injured victims,Day,Decreasing,Clear sky,Double,Straight,2,0,1,1,0,0,2,2,-24.63855,-53.86145,SPRF-PR,DEL06-PR
08-12-2023,saturday,4:24:00 AM,PR,376,10,MARINGA,Driver's lack of reaction,Side collision (same direction),With injured victims,Night,Increasing,Clear sky,Double,Straight,2,0,0,1,1,0,1,2,-23.4273,-51.9375,SPRF-PR,DEL09-PR
08/31/2023,thursday,7:45:00 AM,MG,381,"232,2",BELO ORIENTE,Driver's lack of reaction,Head-on collision,With injured victims,Day,Increasing,Clear sky,Simple,Not Reported,2,0,1,0,1,0,1,2,-19.3693,-42.45337,SPRF-MG,DEL06-MG
08/31/2023,thursday,2:00:00 PM,RS,290,"45,2",GLORINHA,Driver failed to keep distance from the vehicle in front,Rear-end collision,With injured victims,Day,Increasing,Clear sky,Double,Straight,3,0,2,0,1,0,2,2,-29.89154,-50.72021,SPRF-RS,DEL03-RS
08/31/2023,thursday,1:40:00 PM,MT,163,839,SINOP,Driver's lack of reaction,Rear-end collision,Without victims,Day,Decreasing,Clear sky,Simple,Straight,2,0,0,0,2,0,0,2,-11.95105,-55.51688,SPRF-MT,DEL06-MT
08/31/2023,thursday,1:00:00 PM,PB,361,78,PIANCO,Driver was sleeping,Head-on collision,With injured victims,Day,Increasing,Clear sky,Simple,Straight,3,0,0,2,1,0,2,2,-7.185524,-37.87719,SPRF-PB,DEL03-PB
08/31/2023,thursday,2:35:00 PM,DF,20,23,BRASILIA,Electrical or mechanical flaws,Vehicle fire,Without victims,Day,Decreasing,Cloudy,Double,Straight,1,0,0,0,1,0,0,1,-15.59492,-47.66732,SPRF-DF,DEL02-DF
03-11-2023,saturday,8:30:00 PM,RJ,116,133,MAGE,Driver's lack of reaction,Rear-end collision,With dead victims,Night,Decreasing,Rainy,Double,Straight,3,1,1,0,1,0,1,2,-22.65418,-43.14383,SPRF-RJ,DEL02-RJ
04/21/2023,friday,11:45:00 PM,BA,101,"268,7",LAJE,Lane change maneuver,Side collision (opposite direction),With injured victims,Night,Increasing,Cloudy,Simple,Not Reported,3,0,2,0,1,0,2,2,-13.11564,-39.28775,SPRF-BA,DEL01-BA
03/30/2023,thursday,6:50:00 PM,TO,153,141,ARAGUAINA,Unexpected pedestrian entry,Pedestrian collision,With injured victims,Night,Increasing,Cloudy,Double,Straight,3,0,0,1,2,0,1,2,-7.175959,-48.21955,SPRF-TO,DEL02-TO
08/31/2023,thursday,3:00:00 PM,MS,163,270,DOURADOS,Rain,Run-off-road,With injured victims,Day,Increasing,Rainy,Double,Roundabout,1,0,1,0,0,0,1,1,-22.19485,-54.69295,SPRF-MS,DEL04-MS
08/31/2023,thursday,3:40:00 PM,AL,101,"47,4",FLEXEIRAS,Excessive use of the car's tire,Collision with object,With injured victims,Day,Increasing,Clear sky,Double,Not Reported,3,0,2,0,1,0,2,1,-9.214105,-35.77501,SPRF-AL,DEL01-AL
08/31/2023,thursday,3:20:00 PM,SE,101,102,SAO CRISTOVAO,Disrespecting the intersection,Broadside collision,With injured victims,Day,Increasing,Clear sky,Double,Straight,4,0,2,0,2,0,2,2,-10.95202,-37.21806,SPRF-SE,DEL02-SE
07-06-2023,thursday,8:50:00 AM,RS,470,"217,1",BENTO GONCALVES,Driver's lack of reaction,Run-off-road,With injured victims,Day,Decreasing,Clear sky,Double,Straight,1,0,0,1,0,0,1,1,-29.17565,-51.52216,SPRF-RS,DEL06-RS
08/31/2023,thursday,3:50:00 PM,RJ,116,130,MAGE,Driver's lack of reaction,Rollover,With injured victims,Day,Increasing,Cloudy,Double,Curve,2,0,1,0,1,0,1,1,-22.6595,-43.11672,SPRF-RJ,DEL02-RJ
07/26/2023,wednesday,5:20:00 PM,RS,293,92,PIRATINI,Driver's lack of reaction,Run-off-road,With injured victims,Sunset,Increasing,Rainy,Simple,Straight,1,0,0,1,0,0,1,1,-31.62524,-53.23283,SPRF-RS,DEL07-RS
08/31/2023,thursday,4:40:00 PM,PE,104,61,CARUARU,Lane change maneuver,Side collision (same direction),With injured victims,Day,Increasing,Clear sky,Double,Straight,3,0,3,0,0,0,3,2,-8.2529,-35.9751,SPRF-PE,DEL02-PE
08/31/2023,thursday,2:50:00 PM,GO,364,"71,5",CACHOEIRA ALTA,Accumulation of water on the road,Run-off-road,With injured victims,Day,Decreasing,Rainy,Simple,Straight,4,0,2,0,2,0,2,1,-18.64979,-51.0049,SPRF-GO,DEL05-GO
08/31/2023,thursday,5:15:00 PM,RN,304,302,MACAIBA,Absence of sinalization,Pedestrian collision,With injured victims,Sunrise,Increasing,Cloudy,Multiple,Straight,2,0,1,1,0,0,2,1,-5.879374,-35.29791,SPRF-RN,DEL01-RN
06/24/2023,saturday,1:30:00 AM,RJ,493,24,MAGE,Driver's lack of reaction,Pedestrian collision,With dead victims,Night,Decreasing,Clear sky,Simple,Straight,2,1,0,0,0,1,0,1,-22.65715,-43.07073,SPRF-RJ,DEL02-RJ
08/31/2023,thursday,5:18:00 PM,PB,230,19,JOAO PESSOA,Traffic with a motorcycle (or similar) between lanes,Broadside collision,With injured victims,Sunset,Increasing,Clear sky,Double,Straight,3,0,1,1,0,1,2,2,-7.1281,-34.8466,SPRF-PB,DEL01-PB
08/31/2023,thursday,11:50:00 AM,PI,230,"306,7",FLORIANO,Excessive use of the car's tire,Unusual events,With injured victims,Day,Decreasing,Clear sky,Simple,Roundabout,2,0,2,0,0,0,2,1,-6.78843,-42.99213,SPRF-PI,DEL03-PI
08/31/2023,thursday,5:25:00 PM,RS,116,249,SAO LEOPOLDO,Lane change maneuver,Rear-end collision,With injured victims,Day,Increasing,Clear sky,Double,Straight,3,0,1,0,1,1,1,2,-29.78295,-51.16101,SPRF-RS,DEL01-RS
08/31/2023,thursday,5:35:00 PM,RJ,116,184,NOVA IGUACU,Driver's lack of reaction,Fall of vehicle occupant,With injured victims,Sunset,Increasing,Clear sky,Multiple,Straight,1,0,1,0,0,0,1,1,-22.74647,-43.44594,SPRF-RJ,DEL01-RJ
08/31/2023,thursday,5:20:00 PM,BA,324,"610,8",SIMOES FILHO,Traffic with a motorcycle (or similar) between lanes,Side collision (same direction),With injured victims,Night,Increasing,Clear sky,Double,Straight,2,0,1,0,1,0,1,2,-12.82932,-38.41113,SPRF-BA,DEL01-BA
08/31/2023,thursday,5:05:00 PM,CE,116,"399,1",UMARI,Roads with holes without cement,Run-off-road,With injured victims,Day,Decreasing,Sunny,Simple,Not Reported,2,0,2,0,0,0,2,1,-6.60176,-38.83902,SPRF-CE,DEL05-CE
08/31/2023,thursday,5:50:00 PM,RJ,101,48,CAMPOS DOS GOYTACAZES,Acessing the road without seeing the presence of other vehicles,Pedestrian collision,With injured victims,Night,Decreasing,Clear sky,Simple,Straight,3,0,0,1,0,2,1,1,-21.61626,-41.31536,SPRF-RJ,DEL08-RJ
08/31/2023,thursday,5:10:00 PM,PI,316,"299,1",PICOS,Driver's lack of reaction,Run-off-road,Without victims,Day,Decreasing,Clear sky,Double,Not Reported,1,0,0,0,0,1,0,1,-7.036496,-41.55367,SPRF-PI,DEL04-PI
08/31/2023,thursday,6:15:00 PM,RS,116,521,PELOTAS,Acessing the road without seeing the presence of other vehicles,Broadside collision,With injured victims,Sunset,Increasing,Clear sky,Double,Roundabout,2,0,1,0,1,0,1,2,-31.70752,-52.36801,SPRF-RS,DEL07-RS
08/31/2023,thursday,6:43:00 PM,DF,70,10,BRASILIA,Pedestrian was crossing the road outside of the crosswalk,Pedestrian collision,With injured victims,Sunset,Increasing,Clear sky,Double,Straight,2,0,1,0,0,1,1,1,-15.78707,-48.14071,SPRF-DF,DEL01-DF
08/31/2023,thursday,6:00:00 PM,PE,423,"98,2",GARANHUNS,Driver's lack of reaction,Run-off-road,With injured victims,Night,Increasing,Clear sky,Simple,Not Reported,3,0,2,1,0,0,3,1,-8.875224,-36.50594,SPRF-PE,DEL03-PE
08/31/2023,thursday,6:00:00 PM,RO,364,"240,6",CACOAL,Driver changed the lane illegally,Broadside collision,With injured victims,Day,Increasing,Clear sky,Simple,Not Reported,2,0,2,0,0,0,2,2,-11.43901,-61.47614,SPRF-RO,DEL02-RO
08/31/2023,thursday,4:00:00 PM,MT,163,1025,PEIXOTO DE AZEVEDO,Lane change maneuver,Broadside collision,With injured victims,Day,Increasing,Clear sky,Simple,Straight,2,0,1,0,1,0,1,2,-10.27497,-55.01421,SPRF-MT,DEL06-MT
08-04-2023,friday,7:40:00 PM,PR,163,"11,2",BARRACAO,Alcohol ingestion by the driver,Run-off-road,Without victims,Night,Increasing,Clear sky,Simple,Straight,1,0,0,0,0,1,0,1,-26.25066,-53.63552,SPRF-PR,DEL02-PR
08/31/2023,thursday,2:30:00 PM,MG,381,282,JAGUARACU,Acessing the road without seeing the presence of other vehicles,Broadside collision,With injured victims,Day,Increasing,Clear sky,Simple,Straight,4,0,3,1,0,0,4,2,-19.61855,-42.77636,SPRF-MG,DEL03-MG
08/31/2023,thursday,6:45:00 PM,MG,381,490,BETIM,Pedestrian was walking in the road,Pedestrian collision,With dead victims,Sunset,Decreasing,Clear sky,Double,Straight,3,1,0,1,1,0,1,1,-19.96503,-44.17422,SPRF-MG,DEL01-MG
08/31/2023,thursday,1:30:00 PM,PB,104,169,BARRA DE SANTANA,Driver's lack of reaction,Run-off-road,With injured victims,Day,Increasing,Clear sky,Simple,Straight,1,0,0,1,0,0,1,1,-7.580585,-36.02331,SPRF-PB,DEL02-PB
08/31/2023,thursday,6:20:00 PM,RR,174,511,BOA VISTA,Excessive use of the car's tire,Run-off-road,With injured victims,Night,Decreasing,Clear sky,Simple,Straight,2,0,1,0,1,0,1,1,2.861408,-60.69804,SPRF-RR,N/A
08/31/2023,thursday,7:45:00 PM,SC,101,214,PALHOCA,Absence of sinalization,Rear-end collision,With injured victims,Night,Decreasing,Clear sky,Double,Not Reported,2,0,1,0,1,0,1,2,-27.64443,-48.67057,SPRF-SC,DEL01-SC
08/31/2023,thursday,5:30:00 PM,GO,153,499,GOIANIA,Driver failed to keep distance from the vehicle in front,Rear-end collision,Without victims,Sunset,Increasing,Cloudy,Double,Not Reported,2,0,0,0,2,0,0,2,-16.7033,-49.2311,SPRF-GO,DEL01-GO
08/31/2023,thursday,6:30:00 PM,PR,277,"1,1",FOZ DO IGUACU,Acessing the road without seeing the presence of other vehicles,Broadside collision,With injured victims,Sunset,Increasing,Clear sky,Double,Not Reported,3,0,0,1,1,1,1,2,-25.49463,-54.58336,SPRF-PR,DEL01-PR
08/31/2023,thursday,7:00:00 PM,RJ,393,286,VOLTA REDONDA,Disrespecting the intersection,Broadside collision,With injured victims,Night,Decreasing,Clear sky,Simple,Intersection,2,0,1,0,1,0,1,2,-22.48173,-44.06309,SPRF-RJ,DEL05-RJ
08/31/2023,thursday,6:45:00 PM,GO,153,499,GOIANIA,Lane change maneuver,Fall of vehicle occupant,With injured victims,Night,Increasing,Clear sky,Double,Straight,2,0,1,0,1,0,1,2,-16.7033,-49.2311,SPRF-GO,DEL01-GO
08/31/2023,thursday,6:40:00 PM,PR,277,"70,3",SAO JOSE DOS PINHAIS,Driver's lack of reaction,Side collision (same direction),With dead victims,Sunset,Increasing,Clear sky,Double,Straight,4,1,2,0,0,1,2,4,-25.51229,-49.12602,SPRF-PR,DEL01-PR
08/31/2023,thursday,8:30:00 PM,ES,101,270,SERRA,Lane change maneuver,Side collision (same direction),With injured victims,Night,Increasing,Clear sky,Double,Straight,2,0,1,0,1,0,1,2,-20.22662,-40.27075,SPRF-ES,DEL02-ES
08/31/2023,thursday,8:00:00 PM,SC,101,132,BALNEARIO CAMBORIU,Driver had a cardiac attack,Head-on collision,With injured victims,Night,Increasing,Cloudy,Multiple,Straight,2,0,1,0,1,0,1,2,-26.99654,-48.65565,SPRF-SC,DEL04-SC
08/31/2023,thursday,7:45:00 PM,MS,163,558,BANDEIRANTES,The driver passed the next car improperly,Head-on collision,With injured victims,Night,Increasing,Clear sky,Simple,Straight,10,0,1,0,9,0,1,2,-19.83268,-54.37011,SPRF-MS,DEL01-MS
08/31/2023,thursday,7:20:00 AM,RS,392,4,RIO GRANDE,Driver's lack of reaction,Rear-end collision,With injured victims,Day,Increasing,Clear sky,Simple,Straight,3,0,1,0,1,1,1,2,-32.0696,-52.09548,SPRF-RS,DEL07-RS
08/31/2023,thursday,7:00:00 PM,BA,407,127,SENHOR DO BONFIM,Irregular access,Broadside collision,With injured victims,Night,Decreasing,Clear sky,Simple,Straight,2,0,1,0,1,0,1,2,-10.46231,-40.17519,SPRF-BA,DEL04-BA
08/31/2023,thursday,9:45:00 PM,ES,101,261,SERRA,Driver changed the lane illegally,Broadside collision,With injured victims,Night,Decreasing,Clear sky,Simple,Curve,2,0,0,1,1,0,1,2,-20.14854,-40.27971,SPRF-ES,DEL02-ES
08/31/2023,thursday,7:00:00 PM,MG,116,"276,1",TEOFILO OTONI,Disrespecting the intersection,Side collision (same direction),With injured victims,Night,Increasing,Cloudy,Simple,Straight,1,0,1,0,0,0,1,1,-17.85106,-41.51454,SPRF-MG,DEL11-MG
08/31/2023,thursday,9:00:00 PM,SC,163,"70,3",SAO MIGUEL DO OESTE,Incompatible velocity,Collision with object,Without victims,Night,Increasing,Clear sky,Double,Straight,1,0,0,0,0,1,0,1,-26.73462,-53.5068,SPRF-SC,DEL07-SC
08/31/2023,thursday,9:21:00 PM,RN,101,103,PARNAMIRIM,Lane change maneuver,Head-on collision,With injured victims,Night,Decreasing,Cloudy,Multiple,Intersection,3,0,1,0,2,0,1,2,-5.89034,-35.24895,SPRF-RN,DEL01-RN
08/31/2023,thursday,9:30:00 PM,RJ,101,65,CAMPOS DOS GOYTACAZES,The driver passed the next car improperly,Side collision (same direction),Without victims,Day,Increasing,Clear sky,Simple,Roundabout,2,0,0,0,2,0,0,2,-21.76552,-41.34657,SPRF-RJ,DEL08-RJ
08/31/2023,thursday,9:45:00 PM,RJ,116,176,SAO JOAO DE MERITI,Excessive use of the car's tire,Fall of vehicle occupant,With injured victims,Night,Increasing,Cloudy,Multiple,Straight,2,0,0,1,1,0,1,1,-22.78395,-43.38195,SPRF-RJ,DEL01-RJ
08/31/2023,thursday,7:20:00 PM,PB,230,470,SOUSA,Alcohol ingestion by the driver,Fall of vehicle occupant,With injured victims,Night,Increasing,Clear sky,Simple,Straight,1,0,1,0,0,0,1,1,-6.789,-38.2846,SPRF-PB,DEL03-PB
08/31/2023,thursday,10:07:00 PM,RS,386,"343,2",LAJEADO,Driver was in the opposite direction,Head-on collision,With injured victims,Night,Increasing,Clear sky,Simple,Straight,5,0,0,1,4,0,1,2,-29.43498,-52.00206,SPRF-RS,DEL04-RS
08/31/2023,thursday,10:45:00 PM,RS,285,456,IJUI,Acessing the road without seeing the presence of other vehicles,Broadside collision,Without victims,Night,Decreasing,Clear sky,Simple,Straight,3,0,0,0,3,0,0,2,-28.38859,-53.89206,SPRF-RS,DEL10-RS
08/31/2023,thursday,10:30:00 PM,MG,NA,NA,PATOS DE MINAS,Incompatible velocity,Fall of vehicle occupant,With injured victims,Night,Not informed,Clear sky,Simple,Authorized U-turn,3,0,1,0,2,0,1,2,-18.64041,-46.50264,SPRF-MG,DEL10-MG
08/31/2023,thursday,11:00:00 PM,ES,101,"269,5",SERRA,Pedestrian was walking in the road,Pedestrian collision,With injured victims,Night,Increasing,Clear sky,Multiple,Not Reported,2,0,0,1,1,0,1,1,-20.22662,-40.27075,SPRF-ES,DEL02-ES
08/31/2023,thursday,11:00:00 PM,ES,101,270,SERRA,Static object on the drainage gate,Collision with object,With injured victims,Night,Increasing,Cloudy,Multiple,Straight,2,0,0,2,0,0,2,1,-20.22662,-40.27075,SPRF-ES,DEL02-ES
08/31/2023,thursday,11:10:00 PM,RS,285,337,CARAZINHO,driving on the breakdown lane,Overturn,With injured victims,Night,Increasing,Clear sky,Simple,Straight,1,0,0,1,0,0,1,1,-28.31835,-52.76925,SPRF-RS,DEL08-RS
08/31/2023,thursday,11:20:00 PM,RS,287,251,SANTA MARIA,Lane change maneuver,Side collision (same direction),Without victims,Night,Increasing,Clear sky,Double,Not Reported,2,0,0,0,1,1,0,2,-29.68774,-53.88038,SPRF-RS,DEL09-RS
08/31/2023,thursday,11:59:00 PM,PR,163,"83,2",PLANALTO,Disrespecting the intersection,Broadside collision,With injured victims,Night,Increasing,Clear sky,Simple,Not Reported,4,0,0,1,3,0,1,2,-25.7101,-53.76859,SPRF-PR,DEL02-PR
08/31/2023,thursday,11:10:00 PM,SC,116,8,MAFRA,Irregular access,Run-off-road,Without victims,Night,Increasing,Clear sky,Simple,Temporary Detour,1,0,0,0,0,1,0,1,-26.15749,-49.83898,SPRF-SC,DEL06-SC
05/20/2023,saturday,5:57:00 PM,ES,262,63,MARECHAL FLORIANO,Incompatible velocity,Side collision (same direction),With injured victims,Night,Increasing,Clear sky,Simple,Not Reported,3,0,0,1,2,0,1,3,-20.42077,-40.80814,SPRF-ES,DEL01-ES
08-08-2023,tuesday,9:50:00 AM,RN,427,"77,7",CAICO,Driver failed to keep distance from the vehicle in front,Side collision (opposite direction),Without victims,Day,Decreasing,Clear sky,Simple,Straight,2,0,0,0,2,0,0,2,-6.538261,-36.94648,SPRF-RN,DEL03-RN
05/29/2023,monday,6:00:00 PM,SC,101,147,ITAPEMA,Electrical or mechanical flaws,Vehicle fire,Without victims,Day,Increasing,Clear sky,Simple,Straight,1,0,0,0,1,0,0,1,-27.09237,-48.61731,SPRF-SC,DEL04-SC
08/28/2023,monday,1:05:00 PM,CE,116,3,FORTALEZA,The driver passed the next car improperly,Head-on collision,With injured victims,Day,Increasing,Clear sky,Multiple,Straight,2,0,1,1,0,0,2,2,-3.778665,-38.5149,SPRF-CE,DEL01-CE
08/25/2023,friday,6:30:00 AM,SP,116,207,GUARULHOS,Driver failed to keep distance from the vehicle in front,Rear-end collision,With injured victims,Sunrise,Increasing,Cloudy,Double,Straight,2,0,1,0,1,0,1,2,-23.41972,-46.38419,SPRF-SP,DEL01-SP
07/22/2023,saturday,3:30:00 PM,RS,116,232,ESTANCIA VELHA,Acessing the road without seeing the presence of other vehicles,Side collision (same direction),With injured victims,Day,Increasing,Clear sky,Simple,Straight,2,0,0,1,1,0,1,2,-29.633,-51.14325,SPRF-RS,DEL01-RS
07/30/2023,sunday,6:30:00 AM,SP,381,85,SAO PAULO,Driver's lack of reaction,Rear-end collision,With injured victims,Sunrise,Decreasing,Drizzle,Multiple,Straight,2,0,2,0,0,0,2,2,-23.44934,-46.56984,SPRF-SP,DEL03-SP
08-05-2023,saturday,7:43:00 AM,MG,381,513,IGARAPE,Driver's lack of reaction,Broadside collision,With injured victims,Day,Increasing,Clear sky,Multiple,Straight,2,0,2,0,0,0,2,1,-20.09999,-44.3189,SPRF-MG,DEL04-MG
08-11-2023,friday,8:25:00 PM,RS,472,579,URUGUAIANA,Driver's lack of reaction,Run-off-road,With injured victims,Night,Decreasing,Clear sky,Simple,Straight,1,0,0,1,0,0,1,1,-29.78792,-57.08663,SPRF-RS,DEL13-RS
08-05-2023,saturday,5:10:00 AM,PR,376,182,MARINGA,Driver's lack of reaction,Side collision (same direction),With injured victims,Sunrise,Decreasing,Clear sky,Multiple,Roundabout,3,0,1,0,2,0,1,2,-23.43158,-51.88704,SPRF-PR,DEL09-PR
08/25/2023,friday,1:20:00 PM,RJ,101,285,ITABORAI,Driver's lack of reaction,Rear-end collision,With injured victims,Day,Increasing,Clear sky,Multiple,Not Reported,1,0,0,1,0,0,1,1,-22.74987,-42.81644,SPRF-RJ,DEL02-RJ
08/16/2023,wednesday,6:00:00 PM,RJ,465,15,SEROPEDICA,Driver failed to keep distance from the vehicle in front,Side collision (same direction),With injured victims,Day,Increasing,Ignored,Simple,Bridge,1,0,1,0,0,0,1,1,-22.81093,-43.6315,SPRF-RJ,DEL01-RJ
05/22/2023,monday,5:10:00 PM,RS,116,"387,2",ARAMBARE,Driver was sleeping,Run-off-road,With injured victims,Day,Decreasing,Clear sky,Double,Not Reported,1,0,0,1,0,0,1,1,-30.81257,-51.69204,SPRF-RS,DEL02-RS
07/23/2023,sunday,7:30:00 PM,MG,40,423,CURVELO,Unexpected pedestrian entry,Pedestrian collision,With dead victims,Night,Increasing,Clear sky,Double,Straight,2,1,0,0,1,0,0,1,-19.15337,-44.53816,SPRF-MG,DEL02-MG
07/19/2023,wednesday,11:40:00 AM,RJ,493,"0,9",ITABORAI,Pedestrian was crossing the road outside of the crosswalk,Pedestrian collision,With injured victims,Day,Increasing,Clear sky,Double,Straight,2,0,1,0,1,0,1,1,-22.77062,-42.92223,SPRF-RJ,DEL02-RJ
08-11-2023,friday,2:45:00 PM,CE,116,42,HORIZONTE,Lane change maneuver,Side collision (same direction),With injured victims,Day,Increasing,Clear sky,Double,Straight,3,0,2,0,1,0,2,2,-4.113167,-38.49001,SPRF-CE,DEL01-CE
08-12-2023,saturday,8:05:00 PM,SC,280,"21,8",ARAQUARI,Driver was in the opposite direction,Head-on collision,With injured victims,Night,Decreasing,Cloudy,Simple,Straight,2,0,0,1,1,0,1,2,-26.37043,-48.6922,SPRF-SC,DEL03-SC
08/13/2023,sunday,6:00:00 PM,MG,40,"469,3",SETE LAGOAS,Driver's lack of reaction,Chain reaction crash (pile-up),With injured victims,Night,Increasing,Clear sky,Double,Straight,6,0,1,0,5,0,1,3,-19.46099,-44.30122,SPRF-MG,DEL02-MG
08/28/2023,monday,11:35:00 PM,BA,30,191,MARAU,Alcohol ingestion by the driver,Head-on collision,Without victims,Night,Increasing,Ignored,Simple,Curve,4,0,0,0,2,2,0,2,-14.21879,-39.07047,SPRF-BA,DEL08-BA
07-04-2023,tuesday,11:40:00 PM,RN,101,"153,6",GOIANINHA,driving on the breakdown lane,Side collision (same direction),With dead victims,Night,Increasing,Clear sky,Double,Straight,3,1,0,0,1,1,0,2,-6.318666,-35.18271,SPRF-RN,DEL01-RN
